Play Performance Id,Seating Capacity,Name,Title,Author,Genre,Date,Total Sold
114,6,Premières Places,Chevalier à la mode (Le),Dancourt (Florent Carton dit),comédie,1778-06-16,10
114,6,Secondes Places,Chevalier à la mode (Le),Dancourt (Florent Carton dit),comédie,1778-06-16,49
114,6,Troisièmes Places,Chevalier à la mode (Le),Dancourt (Florent Carton dit),comédie,1778-06-16,22
114,6,Places de Parterre,Chevalier à la mode (Le),Dancourt (Florent Carton dit),comédie,1778-06-16,147
115,6,Petites Loges,Coupe enchantée (La),"La Fontaine (Jean de) ; Champmeslé (Charles Chevillet, sieur de Champmeslé, dit)",comédie,1778-06-16,1
115,6,Premières Places,Coupe enchantée (La),"La Fontaine (Jean de) ; Champmeslé (Charles Chevillet, sieur de Champmeslé, dit)",comédie,1778-06-16,10
115,6,Secondes Places,Coupe enchantée (La),"La Fontaine (Jean de) ; Champmeslé (Charles Chevillet, sieur de Champmeslé, dit)",comédie,1778-06-16,49
115,6,Troisièmes Places,Coupe enchantée (La),"La Fontaine (Jean de) ; Champmeslé (Charles Chevillet, sieur de Champmeslé, dit)",comédie,1778-06-16,22
115,6,Places de Parterre,Coupe enchantée (La),"La Fontaine (Jean de) ; Champmeslé (Charles Chevillet, sieur de Champmeslé, dit)",comédie,1778-06-16,147
118,6,Secondes Loges 3,Tambour nocturne ou le Mari devin (Le),Destouches (Philippe Néricault dit),comédie,1778-01-01,6
118,6,Petites Loges,Tambour nocturne ou le Mari devin (Le),Destouches (Philippe Néricault dit),comédie,1778-01-01,4
118,6,Premières Places,Tambour nocturne ou le Mari devin (Le),Destouches (Philippe Néricault dit),comédie,1778-01-01,82
118,6,Secondes Places,Tambour nocturne ou le Mari devin (Le),Destouches (Philippe Néricault dit),comédie,1778-01-01,105
118,6,Troisièmes Places,Tambour nocturne ou le Mari devin (Le),Destouches (Philippe Néricault dit),comédie,1778-01-01,76
118,6,Places de Parterre,Tambour nocturne ou le Mari devin (Le),Destouches (Philippe Néricault dit),comédie,1778-01-01,450
120,6,Petites Loges,Dissipateur ou l'Honnête friponne (Le),Destouches (Philippe Néricault dit),comédie,1778-01-02,1
120,6,Premières Places,Dissipateur ou l'Honnête friponne (Le),Destouches (Philippe Néricault dit),comédie,1778-01-02,19
120,6,Secondes Places,Dissipateur ou l'Honnête friponne (Le),Destouches (Philippe Néricault dit),comédie,1778-01-02,64
120,6,Troisièmes Places,Dissipateur ou l'Honnête friponne (Le),Destouches (Philippe Néricault dit),comédie,1778-01-02,19
120,6,Places de Parterre,Dissipateur ou l'Honnête friponne (Le),Destouches (Philippe Néricault dit),comédie,1778-01-02,203
121,6,Petites Loges,Babillard (Le),Boissy (Louis de),comédie,1778-01-02,1
121,6,Premières Places,Babillard (Le),Boissy (Louis de),comédie,1778-01-02,19
121,6,Secondes Places,Babillard (Le),Boissy (Louis de),comédie,1778-01-02,64
121,6,Troisièmes Places,Babillard (Le),Boissy (Louis de),comédie,1778-01-02,19
121,6,Places de Parterre,Babillard (Le),Boissy (Louis de),comédie,1778-01-02,203
128,6,Secondes Loges 3,Égoïsme (L'),Cailhava de L'Estandoux (Jean-François),comédie,1778-01-04,6
128,6,Petites Loges,Égoïsme (L'),Cailhava de L'Estandoux (Jean-François),comédie,1778-01-04,2
128,6,Premières Places,Égoïsme (L'),Cailhava de L'Estandoux (Jean-François),comédie,1778-01-04,189
128,6,Secondes Places,Égoïsme (L'),Cailhava de L'Estandoux (Jean-François),comédie,1778-01-04,107
128,6,Troisièmes Places,Égoïsme (L'),Cailhava de L'Estandoux (Jean-François),comédie,1778-01-04,98
128,6,Places de Parterre,Égoïsme (L'),Cailhava de L'Estandoux (Jean-François),comédie,1778-01-04,450
131,6,Premières Loges 3,Jeune indienne (La),Chamfort (Sébastien-Roch-Nicolas de),comédie,1778-01-05,1
131,6,Premières Loges 4,Jeune indienne (La),Chamfort (Sébastien-Roch-Nicolas de),comédie,1778-01-05,1
131,6,Secondes Loges 2,Jeune indienne (La),Chamfort (Sébastien-Roch-Nicolas de),comédie,1778-01-05,2
131,6,Secondes Loges 3,Jeune indienne (La),Chamfort (Sébastien-Roch-Nicolas de),comédie,1778-01-05,6
131,6,Petites Loges,Jeune indienne (La),Chamfort (Sébastien-Roch-Nicolas de),comédie,1778-01-05,8
131,6,Premières Places,Jeune indienne (La),Chamfort (Sébastien-Roch-Nicolas de),comédie,1778-01-05,67
131,6,Secondes Places,Jeune indienne (La),Chamfort (Sébastien-Roch-Nicolas de),comédie,1778-01-05,97
131,6,Troisièmes Places,Jeune indienne (La),Chamfort (Sébastien-Roch-Nicolas de),comédie,1778-01-05,63
131,6,Places de Parterre,Jeune indienne (La),Chamfort (Sébastien-Roch-Nicolas de),comédie,1778-01-05,450
135,6,Premières Loges 4,Magnifique (Le),La Motte (Antoine Houdar de),comédie,1778-01-07,2
135,6,Secondes Loges 2,Magnifique (Le),La Motte (Antoine Houdar de),comédie,1778-01-07,2
135,6,Secondes Loges 3,Magnifique (Le),La Motte (Antoine Houdar de),comédie,1778-01-07,6
135,6,Petites Loges,Magnifique (Le),La Motte (Antoine Houdar de),comédie,1778-01-07,8
135,6,Premières Places,Magnifique (Le),La Motte (Antoine Houdar de),comédie,1778-01-07,63
135,6,Secondes Places,Magnifique (Le),La Motte (Antoine Houdar de),comédie,1778-01-07,79
135,6,Troisièmes Places,Magnifique (Le),La Motte (Antoine Houdar de),comédie,1778-01-07,54
135,6,Places de Parterre,Magnifique (Le),La Motte (Antoine Houdar de),comédie,1778-01-07,450
136,6,Secondes Loges 3,Enfant prodigue ou L'École de la jeunesse (L'),Voltaire (François-Marie Arouet dit),comédie,1778-01-08,1
136,6,Premières Places,Enfant prodigue ou L'École de la jeunesse (L'),Voltaire (François-Marie Arouet dit),comédie,1778-01-08,20
136,6,Secondes Places,Enfant prodigue ou L'École de la jeunesse (L'),Voltaire (François-Marie Arouet dit),comédie,1778-01-08,37
136,6,Troisièmes Places,Enfant prodigue ou L'École de la jeunesse (L'),Voltaire (François-Marie Arouet dit),comédie,1778-01-08,26
136,6,Places de Parterre,Enfant prodigue ou L'École de la jeunesse (L'),Voltaire (François-Marie Arouet dit),comédie,1778-01-08,208
137,6,Secondes Loges 3,Sérénade (La),Regnard (Jean-François),comédie,1778-01-08,1
137,6,Premières Places,Sérénade (La),Regnard (Jean-François),comédie,1778-01-08,20
137,6,Secondes Places,Sérénade (La),Regnard (Jean-François),comédie,1778-01-08,37
137,6,Troisièmes Places,Sérénade (La),Regnard (Jean-François),comédie,1778-01-08,26
137,6,Places de Parterre,Sérénade (La),Regnard (Jean-François),comédie,1778-01-08,208
138,6,Petites Loges,Préjugé à la mode (Le),La Chaussée (Pierre-Claude),comédie,1778-01-09,1
138,6,Premières Places,Préjugé à la mode (Le),La Chaussée (Pierre-Claude),comédie,1778-01-09,40
138,6,Secondes Places,Préjugé à la mode (Le),La Chaussée (Pierre-Claude),comédie,1778-01-09,69
138,6,Troisièmes Places,Préjugé à la mode (Le),La Chaussée (Pierre-Claude),comédie,1778-01-09,19
138,6,Places de Parterre,Préjugé à la mode (Le),La Chaussée (Pierre-Claude),comédie,1778-01-09,230
139,6,Petites Loges,Usurier gentilhomme (L'),Legrand (Marc-Antoine),comédie,1778-01-09,1
139,6,Premières Places,Usurier gentilhomme (L'),Legrand (Marc-Antoine),comédie,1778-01-09,40
139,6,Secondes Places,Usurier gentilhomme (L'),Legrand (Marc-Antoine),comédie,1778-01-09,69
139,6,Troisièmes Places,Usurier gentilhomme (L'),Legrand (Marc-Antoine),comédie,1778-01-09,19
139,6,Places de Parterre,Usurier gentilhomme (L'),Legrand (Marc-Antoine),comédie,1778-01-09,230
141,6,Premières Loges 1,Manie des arts ou la Matinée à la mode (La),Rochon de Chabannes (Marc-Antoine-Jacques),comédie,1778-01-10,1
141,6,Premières Loges 2,Manie des arts ou la Matinée à la mode (La),Rochon de Chabannes (Marc-Antoine-Jacques),comédie,1778-01-10,1
141,6,Premières Loges 3,Manie des arts ou la Matinée à la mode (La),Rochon de Chabannes (Marc-Antoine-Jacques),comédie,1778-01-10,2
141,6,Secondes Loges 2,Manie des arts ou la Matinée à la mode (La),Rochon de Chabannes (Marc-Antoine-Jacques),comédie,1778-01-10,2
141,6,Secondes Loges 3,Manie des arts ou la Matinée à la mode (La),Rochon de Chabannes (Marc-Antoine-Jacques),comédie,1778-01-10,6
141,6,Petites Loges,Manie des arts ou la Matinée à la mode (La),Rochon de Chabannes (Marc-Antoine-Jacques),comédie,1778-01-10,8
141,6,Premières Places,Manie des arts ou la Matinée à la mode (La),Rochon de Chabannes (Marc-Antoine-Jacques),comédie,1778-01-10,124
141,6,Secondes Places,Manie des arts ou la Matinée à la mode (La),Rochon de Chabannes (Marc-Antoine-Jacques),comédie,1778-01-10,100
141,6,Troisièmes Places,Manie des arts ou la Matinée à la mode (La),Rochon de Chabannes (Marc-Antoine-Jacques),comédie,1778-01-10,98
141,6,Places de Parterre,Manie des arts ou la Matinée à la mode (La),Rochon de Chabannes (Marc-Antoine-Jacques),comédie,1778-01-10,450
142,6,Premières Loges 2,Célibataire (Le),Dorat (Claude-Joseph),comédie,1778-01-11,4
142,6,Premières Loges 4,Célibataire (Le),Dorat (Claude-Joseph),comédie,1778-01-11,1
142,6,Secondes Loges 2,Célibataire (Le),Dorat (Claude-Joseph),comédie,1778-01-11,1
142,6,Secondes Loges 3,Célibataire (Le),Dorat (Claude-Joseph),comédie,1778-01-11,6
142,6,Petites Loges,Célibataire (Le),Dorat (Claude-Joseph),comédie,1778-01-11,5
142,6,Premières Places,Célibataire (Le),Dorat (Claude-Joseph),comédie,1778-01-11,95
142,6,Secondes Places,Célibataire (Le),Dorat (Claude-Joseph),comédie,1778-01-11,101
142,6,Troisièmes Places,Célibataire (Le),Dorat (Claude-Joseph),comédie,1778-01-11,107
142,6,Places de Parterre,Célibataire (Le),Dorat (Claude-Joseph),comédie,1778-01-11,450
145,6,Premières Loges 2,Fat puni (Le),"Pont-de-Veyle (Antoine de Fériol, comte de)",comédie,1778-01-12,1
145,6,Secondes Loges 2,Fat puni (Le),"Pont-de-Veyle (Antoine de Fériol, comte de)",comédie,1778-01-12,1
145,6,Secondes Loges 3,Fat puni (Le),"Pont-de-Veyle (Antoine de Fériol, comte de)",comédie,1778-01-12,5
145,6,Petites Loges,Fat puni (Le),"Pont-de-Veyle (Antoine de Fériol, comte de)",comédie,1778-01-12,7
145,6,Premières Places,Fat puni (Le),"Pont-de-Veyle (Antoine de Fériol, comte de)",comédie,1778-01-12,117
145,6,Secondes Places,Fat puni (Le),"Pont-de-Veyle (Antoine de Fériol, comte de)",comédie,1778-01-12,113
145,6,Troisièmes Places,Fat puni (Le),"Pont-de-Veyle (Antoine de Fériol, comte de)",comédie,1778-01-12,105
145,6,Places de Parterre,Fat puni (Le),"Pont-de-Veyle (Antoine de Fériol, comte de)",comédie,1778-01-12,450
145,6,Irregular Receipts,Fat puni (Le),"Pont-de-Veyle (Antoine de Fériol, comte de)",comédie,1778-01-12,4
146,6,Premières Places,Femmes savantes (Les),Molière (Jean-Baptiste Poquelin dit),comédie,1778-01-13,20
146,6,Secondes Places,Femmes savantes (Les),Molière (Jean-Baptiste Poquelin dit),comédie,1778-01-13,69
146,6,Troisièmes Places,Femmes savantes (Les),Molière (Jean-Baptiste Poquelin dit),comédie,1778-01-13,14
146,6,Places de Parterre,Femmes savantes (Les),Molière (Jean-Baptiste Poquelin dit),comédie,1778-01-13,248
147,6,Premières Places,Retour imprévu (Le),Regnard (Jean-François),comédie,1778-01-13,20
147,6,Secondes Places,Retour imprévu (Le),Regnard (Jean-François),comédie,1778-01-13,69
147,6,Troisièmes Places,Retour imprévu (Le),Regnard (Jean-François),comédie,1778-01-13,14
147,6,Places de Parterre,Retour imprévu (Le),Regnard (Jean-François),comédie,1778-01-13,248
149,6,Premières Loges 2,Crispin rival de son maître,Lesage (Alain-René),comédie,1778-01-14,1
149,6,Premières Loges 4,Crispin rival de son maître,Lesage (Alain-René),comédie,1778-01-14,1
149,6,Secondes Loges 2,Crispin rival de son maître,Lesage (Alain-René),comédie,1778-01-14,2
149,6,Secondes Loges 3,Crispin rival de son maître,Lesage (Alain-René),comédie,1778-01-14,6
149,6,Petites Loges,Crispin rival de son maître,Lesage (Alain-René),comédie,1778-01-14,8
149,6,Premières Places,Crispin rival de son maître,Lesage (Alain-René),comédie,1778-01-14,172
149,6,Secondes Places,Crispin rival de son maître,Lesage (Alain-René),comédie,1778-01-14,96
149,6,Troisièmes Places,Crispin rival de son maître,Lesage (Alain-René),comédie,1778-01-14,127
149,6,Places de Parterre,Crispin rival de son maître,Lesage (Alain-René),comédie,1778-01-14,451
150,6,Secondes Loges 3,Joueur (Le),Regnard (Jean-François),comédie,1778-01-15,2
150,6,Petites Loges,Joueur (Le),Regnard (Jean-François),comédie,1778-01-15,1
150,6,Premières Places,Joueur (Le),Regnard (Jean-François),comédie,1778-01-15,15
150,6,Secondes Places,Joueur (Le),Regnard (Jean-François),comédie,1778-01-15,62
150,6,Troisièmes Places,Joueur (Le),Regnard (Jean-François),comédie,1778-01-15,48
150,6,Places de Parterre,Joueur (Le),Regnard (Jean-François),comédie,1778-01-15,291
151,6,Secondes Loges 3,Été des coquettes (L'),Dancourt (Florent Carton dit),comédie,1778-01-15,2
151,6,Petites Loges,Été des coquettes (L'),Dancourt (Florent Carton dit),comédie,1778-01-15,1
151,6,Premières Places,Été des coquettes (L'),Dancourt (Florent Carton dit),comédie,1778-01-15,15
151,6,Secondes Places,Été des coquettes (L'),Dancourt (Florent Carton dit),comédie,1778-01-15,62
151,6,Troisièmes Places,Été des coquettes (L'),Dancourt (Florent Carton dit),comédie,1778-01-15,48
151,6,Places de Parterre,Été des coquettes (L'),Dancourt (Florent Carton dit),comédie,1778-01-15,291
152,6,Secondes Loges 3,École des mères (L'),La Chaussée (Pierre-Claude),comédie,1778-01-16,1
152,6,Petites Loges,École des mères (L'),La Chaussée (Pierre-Claude),comédie,1778-01-16,1
152,6,Premières Places,École des mères (L'),La Chaussée (Pierre-Claude),comédie,1778-01-16,54
152,6,Secondes Places,École des mères (L'),La Chaussée (Pierre-Claude),comédie,1778-01-16,119
152,6,Troisièmes Places,École des mères (L'),La Chaussée (Pierre-Claude),comédie,1778-01-16,63
152,6,Places de Parterre,École des mères (L'),La Chaussée (Pierre-Claude),comédie,1778-01-16,390
153,6,Secondes Loges 3,Fourberies de Scapin (Les),Molière (Jean-Baptiste Poquelin dit),comédie,1778-01-16,1
153,6,Petites Loges,Fourberies de Scapin (Les),Molière (Jean-Baptiste Poquelin dit),comédie,1778-01-16,1
153,6,Premières Places,Fourberies de Scapin (Les),Molière (Jean-Baptiste Poquelin dit),comédie,1778-01-16,54
153,6,Secondes Places,Fourberies de Scapin (Les),Molière (Jean-Baptiste Poquelin dit),comédie,1778-01-16,119
153,6,Troisièmes Places,Fourberies de Scapin (Les),Molière (Jean-Baptiste Poquelin dit),comédie,1778-01-16,63
153,6,Places de Parterre,Fourberies de Scapin (Les),Molière (Jean-Baptiste Poquelin dit),comédie,1778-01-16,390
155,6,Premières Loges 4,Esprit de contradiction (L'),Du Fresny (Charles),comédie,1778-01-17,4
155,6,Secondes Loges 2,Esprit de contradiction (L'),Du Fresny (Charles),comédie,1778-01-17,2
155,6,Secondes Loges 3,Esprit de contradiction (L'),Du Fresny (Charles),comédie,1778-01-17,6
155,6,Petites Loges,Esprit de contradiction (L'),Du Fresny (Charles),comédie,1778-01-17,8
155,6,Premières Places,Esprit de contradiction (L'),Du Fresny (Charles),comédie,1778-01-17,184
155,6,Secondes Places,Esprit de contradiction (L'),Du Fresny (Charles),comédie,1778-01-17,92
155,6,Troisièmes Places,Esprit de contradiction (L'),Du Fresny (Charles),comédie,1778-01-17,140
155,6,Places de Parterre,Esprit de contradiction (L'),Du Fresny (Charles),comédie,1778-01-17,450
156,6,Petites Loges,Tambour nocturne ou le Mari devin (Le),Destouches (Philippe Néricault dit),comédie,1778-01-18,5
156,6,Premières Places,Tambour nocturne ou le Mari devin (Le),Destouches (Philippe Néricault dit),comédie,1778-01-18,84
156,6,Secondes Places,Tambour nocturne ou le Mari devin (Le),Destouches (Philippe Néricault dit),comédie,1778-01-18,127
156,6,Troisièmes Places,Tambour nocturne ou le Mari devin (Le),Destouches (Philippe Néricault dit),comédie,1778-01-18,95
156,6,Places de Parterre,Tambour nocturne ou le Mari devin (Le),Destouches (Philippe Néricault dit),comédie,1778-01-18,451
156,6,Secondes Loges 3,Tambour nocturne ou le Mari devin (Le),Destouches (Philippe Néricault dit),comédie,1778-01-18,2
157,6,Petites Loges,George Dandin ou le Mari confondu,Molière (Jean-Baptiste Poquelin dit),comédie,1778-01-18,5
157,6,Premières Places,George Dandin ou le Mari confondu,Molière (Jean-Baptiste Poquelin dit),comédie,1778-01-18,84
157,6,Secondes Places,George Dandin ou le Mari confondu,Molière (Jean-Baptiste Poquelin dit),comédie,1778-01-18,127
157,6,Troisièmes Places,George Dandin ou le Mari confondu,Molière (Jean-Baptiste Poquelin dit),comédie,1778-01-18,95
157,6,Places de Parterre,George Dandin ou le Mari confondu,Molière (Jean-Baptiste Poquelin dit),comédie,1778-01-18,451
157,6,Secondes Loges 3,George Dandin ou le Mari confondu,Molière (Jean-Baptiste Poquelin dit),comédie,1778-01-18,2
159,6,Premières Loges 4,Gageure imprévue (La),Sedaine (Michel-Jean),comédie,1778-01-19,4
159,6,Secondes Loges 2,Gageure imprévue (La),Sedaine (Michel-Jean),comédie,1778-01-19,2
159,6,Secondes Loges 3,Gageure imprévue (La),Sedaine (Michel-Jean),comédie,1778-01-19,6
159,6,Petites Loges,Gageure imprévue (La),Sedaine (Michel-Jean),comédie,1778-01-19,8
159,6,Premières Places,Gageure imprévue (La),Sedaine (Michel-Jean),comédie,1778-01-19,219
159,6,Secondes Places,Gageure imprévue (La),Sedaine (Michel-Jean),comédie,1778-01-19,102
159,6,Troisièmes Places,Gageure imprévue (La),Sedaine (Michel-Jean),comédie,1778-01-19,138
159,6,Places de Parterre,Gageure imprévue (La),Sedaine (Michel-Jean),comédie,1778-01-19,452
160,6,Secondes Loges 3,Glorieux (Le),Destouches (Philippe Néricault dit),comédie,1778-01-20,1
160,6,Petites Loges,Glorieux (Le),Destouches (Philippe Néricault dit),comédie,1778-01-20,1
160,6,Premières Places,Glorieux (Le),Destouches (Philippe Néricault dit),comédie,1778-01-20,32
160,6,Secondes Places,Glorieux (Le),Destouches (Philippe Néricault dit),comédie,1778-01-20,63
160,6,Troisièmes Places,Glorieux (Le),Destouches (Philippe Néricault dit),comédie,1778-01-20,29
160,6,Places de Parterre,Glorieux (Le),Destouches (Philippe Néricault dit),comédie,1778-01-20,269
160,6,Irregular Receipts,Glorieux (Le),Destouches (Philippe Néricault dit),comédie,1778-01-20,24
161,6,Secondes Loges 3,Tuteur amoureux (Le) ou Le Tuteur,Dancourt (Florent Carton dit),comédie,1778-01-20,1
161,6,Petites Loges,Tuteur amoureux (Le) ou Le Tuteur,Dancourt (Florent Carton dit),comédie,1778-01-20,1
161,6,Premières Places,Tuteur amoureux (Le) ou Le Tuteur,Dancourt (Florent Carton dit),comédie,1778-01-20,32
161,6,Secondes Places,Tuteur amoureux (Le) ou Le Tuteur,Dancourt (Florent Carton dit),comédie,1778-01-20,63
161,6,Troisièmes Places,Tuteur amoureux (Le) ou Le Tuteur,Dancourt (Florent Carton dit),comédie,1778-01-20,29
161,6,Places de Parterre,Tuteur amoureux (Le) ou Le Tuteur,Dancourt (Florent Carton dit),comédie,1778-01-20,269
161,6,Irregular Receipts,Tuteur amoureux (Le) ou Le Tuteur,Dancourt (Florent Carton dit),comédie,1778-01-20,24
163,6,Secondes Loges 3,Somnambule (Le),"Pont-de-Veyle (Antoine de Fériol, comte de)",comédie,1778-01-21,6
163,6,Petites Loges,Somnambule (Le),"Pont-de-Veyle (Antoine de Fériol, comte de)",comédie,1778-01-21,5
163,6,Premières Places,Somnambule (Le),"Pont-de-Veyle (Antoine de Fériol, comte de)",comédie,1778-01-21,149
163,6,Secondes Places,Somnambule (Le),"Pont-de-Veyle (Antoine de Fériol, comte de)",comédie,1778-01-21,109
163,6,Troisièmes Places,Somnambule (Le),"Pont-de-Veyle (Antoine de Fériol, comte de)",comédie,1778-01-21,139
163,6,Places de Parterre,Somnambule (Le),"Pont-de-Veyle (Antoine de Fériol, comte de)",comédie,1778-01-21,450
164,6,Premières Places,Métromanie ou le Poète (La),Piron (Alexis),comédie,1778-01-22,48
164,6,Secondes Places,Métromanie ou le Poète (La),Piron (Alexis),comédie,1778-01-22,66
164,6,Troisièmes Places,Métromanie ou le Poète (La),Piron (Alexis),comédie,1778-01-22,20
164,6,Places de Parterre,Métromanie ou le Poète (La),Piron (Alexis),comédie,1778-01-22,281
165,6,Premières Places,Florentin (Le),La Fontaine (Jean de),comédie,1778-01-22,48
165,6,Secondes Places,Florentin (Le),La Fontaine (Jean de),comédie,1778-01-22,66
165,6,Troisièmes Places,Florentin (Le),La Fontaine (Jean de),comédie,1778-01-22,20
165,6,Places de Parterre,Florentin (Le),La Fontaine (Jean de),comédie,1778-01-22,281
166,6,Secondes Loges 3,Andrienne (L'),Baron (Michel Boyron dit),comédie,1778-01-23,1
166,6,Premières Places,Andrienne (L'),Baron (Michel Boyron dit),comédie,1778-01-23,53
166,6,Secondes Places,Andrienne (L'),Baron (Michel Boyron dit),comédie,1778-01-23,97
166,6,Troisièmes Places,Andrienne (L'),Baron (Michel Boyron dit),comédie,1778-01-23,41
166,6,Places de Parterre,Andrienne (L'),Baron (Michel Boyron dit),comédie,1778-01-23,239
167,6,Secondes Loges 3,Métamorphose amoureuse (La),Legrand (Marc-Antoine),comédie,1778-01-23,1
167,6,Premières Places,Métamorphose amoureuse (La),Legrand (Marc-Antoine),comédie,1778-01-23,53
167,6,Secondes Places,Métamorphose amoureuse (La),Legrand (Marc-Antoine),comédie,1778-01-23,97
167,6,Troisièmes Places,Métamorphose amoureuse (La),Legrand (Marc-Antoine),comédie,1778-01-23,41
167,6,Places de Parterre,Métamorphose amoureuse (La),Legrand (Marc-Antoine),comédie,1778-01-23,239
169,6,Premières Loges 2,Fausses infidélités (Les),Barthe (Nicolas-Thomas),comédie,1778-01-24,2
169,6,Premières Loges 4,Fausses infidélités (Les),Barthe (Nicolas-Thomas),comédie,1778-01-24,4
169,6,Secondes Loges 2,Fausses infidélités (Les),Barthe (Nicolas-Thomas),comédie,1778-01-24,2
169,6,Secondes Loges 3,Fausses infidélités (Les),Barthe (Nicolas-Thomas),comédie,1778-01-24,6
169,6,Petites Loges,Fausses infidélités (Les),Barthe (Nicolas-Thomas),comédie,1778-01-24,8
169,6,Premières Places,Fausses infidélités (Les),Barthe (Nicolas-Thomas),comédie,1778-01-24,256
169,6,Secondes Places,Fausses infidélités (Les),Barthe (Nicolas-Thomas),comédie,1778-01-24,24
169,6,Troisièmes Places,Fausses infidélités (Les),Barthe (Nicolas-Thomas),comédie,1778-01-24,143
169,6,Places de Parterre,Fausses infidélités (Les),Barthe (Nicolas-Thomas),comédie,1778-01-24,450
170,6,Secondes Loges 2,Turcaret,Lesage (Alain-René),comédie,1778-01-25,2
170,6,Secondes Loges 3,Turcaret,Lesage (Alain-René),comédie,1778-01-25,6
170,6,Petites Loges,Turcaret,Lesage (Alain-René),comédie,1778-01-25,6
170,6,Premières Places,Turcaret,Lesage (Alain-René),comédie,1778-01-25,220
170,6,Secondes Places,Turcaret,Lesage (Alain-René),comédie,1778-01-25,106
170,6,Troisièmes Places,Turcaret,Lesage (Alain-René),comédie,1778-01-25,146
170,6,Places de Parterre,Turcaret,Lesage (Alain-René),comédie,1778-01-25,452
173,6,Secondes Loges 3,Galant jardinier (Le),Dancourt (Florent Carton dit),comédie,1778-01-26,4
173,6,Petites Loges,Galant jardinier (Le),Dancourt (Florent Carton dit),comédie,1778-01-26,5
173,6,Premières Places,Galant jardinier (Le),Dancourt (Florent Carton dit),comédie,1778-01-26,48
173,6,Secondes Places,Galant jardinier (Le),Dancourt (Florent Carton dit),comédie,1778-01-26,103
173,6,Troisièmes Places,Galant jardinier (Le),Dancourt (Florent Carton dit),comédie,1778-01-26,71
173,6,Places de Parterre,Galant jardinier (Le),Dancourt (Florent Carton dit),comédie,1778-01-26,450
174,6,Secondes Loges 3,Tartuffe ou l'Imposteur,Molière (Jean-Baptiste Poquelin dit),comédie,1778-01-27,3
174,6,Premières Places,Tartuffe ou l'Imposteur,Molière (Jean-Baptiste Poquelin dit),comédie,1778-01-27,74
174,6,Secondes Places,Tartuffe ou l'Imposteur,Molière (Jean-Baptiste Poquelin dit),comédie,1778-01-27,119
174,6,Troisièmes Places,Tartuffe ou l'Imposteur,Molière (Jean-Baptiste Poquelin dit),comédie,1778-01-27,61
174,6,Places de Parterre,Tartuffe ou l'Imposteur,Molière (Jean-Baptiste Poquelin dit),comédie,1778-01-27,379
175,6,Secondes Loges 3,Cocher supposé (Le),"Hauteroche (Noël Lebreton, sieur de)",comédie,1778-01-27,3
175,6,Premières Places,Cocher supposé (Le),"Hauteroche (Noël Lebreton, sieur de)",comédie,1778-01-27,74
175,6,Secondes Places,Cocher supposé (Le),"Hauteroche (Noël Lebreton, sieur de)",comédie,1778-01-27,119
175,6,Troisièmes Places,Cocher supposé (Le),"Hauteroche (Noël Lebreton, sieur de)",comédie,1778-01-27,61
175,6,Places de Parterre,Cocher supposé (Le),"Hauteroche (Noël Lebreton, sieur de)",comédie,1778-01-27,379
178,6,Petites Loges,Enfant prodigue ou L'École de la jeunesse (L'),Voltaire (François-Marie Arouet dit),comédie,1778-01-29,1
178,6,Premières Places,Enfant prodigue ou L'École de la jeunesse (L'),Voltaire (François-Marie Arouet dit),comédie,1778-01-29,17
178,6,Secondes Places,Enfant prodigue ou L'École de la jeunesse (L'),Voltaire (François-Marie Arouet dit),comédie,1778-01-29,51
178,6,Troisièmes Places,Enfant prodigue ou L'École de la jeunesse (L'),Voltaire (François-Marie Arouet dit),comédie,1778-01-29,36
178,6,Places de Parterre,Enfant prodigue ou L'École de la jeunesse (L'),Voltaire (François-Marie Arouet dit),comédie,1778-01-29,237
179,6,Petites Loges,Heureusement,Rochon de Chabannes (Marc-Antoine-Jacques),comédie,1778-01-29,1
179,6,Premières Places,Heureusement,Rochon de Chabannes (Marc-Antoine-Jacques),comédie,1778-01-29,17
179,6,Secondes Places,Heureusement,Rochon de Chabannes (Marc-Antoine-Jacques),comédie,1778-01-29,51
179,6,Troisièmes Places,Heureusement,Rochon de Chabannes (Marc-Antoine-Jacques),comédie,1778-01-29,36
179,6,Places de Parterre,Heureusement,Rochon de Chabannes (Marc-Antoine-Jacques),comédie,1778-01-29,237
180,6,Premières Places,Coquette corrigée (La),"La Noue (Jean-Baptiste Simon Sauvé de La Noue, dit)",comédie,1778-01-30,39
180,6,Secondes Places,Coquette corrigée (La),"La Noue (Jean-Baptiste Simon Sauvé de La Noue, dit)",comédie,1778-01-30,93
180,6,Troisièmes Places,Coquette corrigée (La),"La Noue (Jean-Baptiste Simon Sauvé de La Noue, dit)",comédie,1778-01-30,32
180,6,Places de Parterre,Coquette corrigée (La),"La Noue (Jean-Baptiste Simon Sauvé de La Noue, dit)",comédie,1778-01-30,251
181,6,Premières Places,Épreuve réciproque (L'),Legrand (Marc-Antoine),comédie,1778-01-30,39
181,6,Secondes Places,Épreuve réciproque (L'),Legrand (Marc-Antoine),comédie,1778-01-30,93
181,6,Troisièmes Places,Épreuve réciproque (L'),Legrand (Marc-Antoine),comédie,1778-01-30,32
181,6,Places de Parterre,Épreuve réciproque (L'),Legrand (Marc-Antoine),comédie,1778-01-30,251
184,6,Premières Loges 3,Turcaret,Lesage (Alain-René),comédie,1779-01-01,1
