Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,MediaThumbnail,Type,Group,Background
1781,12,01,,1781,12,01,,1781-12-01,Rendez-vous du mari ou le Mari à la mode (Le),André-Murville (Pierre-Nicolas),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1776,12,07,,1776,12,07,,1776-12-07,Malheureux imaginaire (Le),Dorat (Claude-Joseph),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1793,03,25,,1793,03,25,,1793-03-25,Soirée d'une vieille femme (La),Lourdet de Santerre (Jean-Baptiste),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1738,02,28,,1738,02,28,,1738-02-28,Maximien,La Chaussée (Pierre-Claude),http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,tragédie,http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,,
1752,05,24,,1752,05,24,,1752-05-24,Héraclides (Les),Marmontel (Jean-François),http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,tragédie,http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,,
1745,08,09,,1745,08,09,,1745-08-09,Etranger (L'),Bonnet de Chemillin (Abbé),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1683,09,06,,1683,09,06,,1683-09-06,Divorce (Le),Champmeslé (Charles Chevillet dit),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1734,11,17,,1734,11,17,,1734-11-17,Lucas et Perrette,Fagan (Barthélemy-Christophe),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1707,08,02,,1707,08,02,,1707-08-02,Faux instinct (Le),Du Fresny (Charles),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1722,01,08,,1722,01,08,,1722-01-08,Romulus,La Motte (Antoine Houdar de),http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,tragédie,http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,,
1750,05,20,,1750,05,20,,1750-05-20,Cléopâtre,Marmontel (Jean-François),http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,tragédie,http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,,
1706,12,29,,1706,12,29,,1706-12-29,Mort d'Ulysse (La),Pellegrin (Simon-Joseph),http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,tragédie,http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,,
1725,04,10,,1725,04,10,,1725-04-10,Hérode et Mariamne ;  Mariamne (titre initial),Voltaire (François-Marie Arouet dit),http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,tragédie,http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,,
1775,02,23,,1775,02,23,,1775-02-23,Barbier de Séville ou la Précaution inutile (Le),Beaumarchais (Pierre-Augustin Caron de),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1764,10,29,,1764,10,29,,1764-10-29,Homme singulier (L'),Destouches (Philippe Néricault dit),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1732,08,13,,1732,08,13,,1732-08-13,Zaïre,Voltaire (François-Marie Arouet dit),http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,tragédie,http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,,
1783,12,15,,1783,12,15,,1783-12-15,Brames (Les),La Harpe (Jean François de),http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,tragédie,http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,,
1790,06,30,,1790,06,30,,1790-06-30,Barnevelt,Le Mierre (Antoine-Marin),http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,tragédie,http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,,
1688,05,28,,1688,05,28,,1688-05-28,Faux Gascon (Le),Raisin (Jacques),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1680,08,09,,1680,08,09,,1680-08-09,Carrosses d'Orléans (Les),La Chapelle (Jean de),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1792,03,06,,1792,03,06,,1792-03-06,Mort d'Abel (La),Legouvé (Gabriel-Marie),http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,tragédie,http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,,
1690,01,18,,1690,01,18,,1690-01-18,Ésope (titre alt.) / Fables d'Ésope ou Ésope à la ville (Les),Boursault (Edme),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1751,12,20,,1751,12,20,,1751-12-20,Varon,"Grave (Jean Hyacinthe, vicomte de)",http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,tragédie,http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,,
1746,10,20,,1746,10,20,,1746-10-20,Julie ou l'Heureuse épreuve,Saint-Foix (Germain-François Poullain de),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1732,10,06,,1732,10,06,,1732-10-06,Cassius et Victorinus martyrs,La Grange-Chancel (François-Joseph de),http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,tragédie,http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,,
1706,02,23,,1706,02,23,,1706-02-23,Cyrus,Danchet (Antoine),http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,tragédie,http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,,
1729,03,18,,1729,03,18,,1729-03-18,Boîte de Pandore (La),Poisson (Philippe),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1787,08,31,,1787,08,31,,1787-08-31,Prix académique (Le),Parisau (Pierre-Germain),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1759,06,25,,1759,06,25,,1759-06-25,Briséis ou la colère d'Achille,Poinsinet de Sivry (Louis),http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,tragédie,http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,,
1699,09,23,,1699,09,23,,1699-09-23,Marquise imaginaire (La),Anonyme,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1743,11,09,,1743,11,09,,1743-11-09,Vieillards rajeunis (Les),Anonyme,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1701,01,07,,1701,01,07,,1701-01-07,"Vononez, roi des Parthes",Belin (François),http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,tragédie,http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,,
1695,08,13,,1695,08,13,,1695-08-13,Foire de Bezons (La),Dancourt (Florent Carton dit),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1712,10,14,,1712,10,14,,1712-10-14,Amour vengé (L'),La Font (Joseph de),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1737,10,10,,1737,10,10,,1737-10-10,Achille dans l'île de Scyros,Guyot de Merville (Michel),http://culturebox.francetvinfo.fr/sites/default/files/assets/images/2015/02/estivants_2.jpg,,comédie héroïque,http://culturebox.francetvinfo.fr/sites/default/files/assets/images/2015/02/estivants_2.jpg,,,
1753,03,23,,1753,03,23,,1753-03-23,Dissipateur ou l'Honnête friponne (Le),Destouches (Philippe Néricault dit),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1683,03,05,,1683,03,05,,1683-03-05,Mercure galant (Le) ou la Comédie sans titre / La Pièce sans titre (titre alt.),Boursault (Edme),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1700,01,12,,1700,01,12,,1700-01-12,Démocrite amoureux,Regnard (Jean-François),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1786,08,24,,1786,08,24,,1786-08-24,Chevalier sans peur et sans reproche ou les Amours de Bayard (Le),Boutet de Monvel (Jacques-Marie),http://culturebox.francetvinfo.fr/sites/default/files/assets/images/2015/02/estivants_2.jpg,,comédie héroïque,http://culturebox.francetvinfo.fr/sites/default/files/assets/images/2015/02/estivants_2.jpg,,,
1721,03,06,,1721,03,06,,1721-03-06,Machabées (Les),La Motte (Antoine Houdar de),http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,tragédie,http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,,
1747,11,16,,1747,11,16,,1747-11-16,Concert (Le),Bret (Antoine),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1750,07,27,,1750,07,27,,1750-07-27,Double extravagance (La),Bret (Antoine),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1710,08,05,,1710,08,05,,1710-08-05,Comédie des comédiens ou l'Amour charlatan (La),Dancourt (Florent Carton dit),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1703,10,11,,1703,10,11,,1703-10-11,Frontin gouverneur du château de Vertigililinguen,Anonyme,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1789,01,07,,1789,01,07,,1789-01-07,Présomptueux ou l'Heureux imaginaire (Le),Fabre d'Églantine (Philippe-François-Nazaire),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1708,01,09,,1708,01,09,,1708-01-09,Légataire universel (Le),Regnard (Jean-François),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1692,06,20,,1692,06,20,,1692-06-20,Opéra de village (L'),Dancourt (Florent Carton dit),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1713,05,24,,1713,05,24,,1713-05-24,Impromptu de Suresnes (L'),Dancourt (Florent Carton dit),http://culturebox.francetvinfo.fr/sites/default/files/assets/images/2015/02/estivants_2.jpg,,comédie-ballet,http://culturebox.francetvinfo.fr/sites/default/files/assets/images/2015/02/estivants_2.jpg,,,
1739,10,14,,1739,10,14,,1739-10-14,École du monde (L'),Voisenon (Claude-Henri de Fusée de),http://culturebox.francetvinfo.fr/sites/default/files/assets/images/2015/02/estivants_2.jpg,,dialogue,http://culturebox.francetvinfo.fr/sites/default/files/assets/images/2015/02/estivants_2.jpg,,,
1695,04,16,,1695,04,16,,1695-04-16,Jaloux masqué (Le),Anonyme,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1735,11,16,,1735,11,16,,1735-11-16,Amitié rivale (L'),Fagan (Barthélemy-Christophe),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1737,07,18,,1737,07,18,,1737-07-18,Étourderie (L'),Fagan (Barthélemy-Christophe),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1750,01,12,,1750,01,12,,1750-01-12,Oreste,Voltaire (François-Marie Arouet dit),http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,tragédie,http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,,
1728,02,07,,1728,02,07,,1728-02-07,Amants déguisés (Les),Aunillon (Pierre-Charles-Fabiot),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1754,10,02,,1754,10,02,,1754-10-02,Folie et l'Amour (La),Yon,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1758,04,29,,1758,04,29,,1758-04-29,Fille d'Aristide (La),Graffigny (Françoise de),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1779,12,01,,1779,12,01,,1779-12-01,Pierre le Grand,Dorat (Claude-Joseph),http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,tragédie,http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,,
1790,05,14,,1790,05,14,,1790-05-14,Amants malheureux ou le Comte de Comminges (Les),Arnaud (François-Thomas-Marie de Baculard d'),http://culturebox.francetvinfo.fr/sites/default/files/assets/images/2015/02/estivants_2.jpg,,drame,http://culturebox.francetvinfo.fr/sites/default/files/assets/images/2015/02/estivants_2.jpg,,,
1763,03,14,,1763,03,14,,1763-03-14,Anglais à Bordeaux (L'),Favart (Charles-Simon),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1792,01,05,,1792,01,05,,1792-01-05,Paulin et Clairette ou les Deux espiègles,Dezède (Nicolas),http://culturebox.francetvinfo.fr/sites/default/files/assets/images/2015/02/estivants_2.jpg,,comédie-opéra,http://culturebox.francetvinfo.fr/sites/default/files/assets/images/2015/02/estivants_2.jpg,,,
1742,02,16,,1742,02,16,,1742-02-16,Amour pour amour,La Chaussée (Pierre-Claude),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1737,11,12,,1737,11,12,,1737-11-12,Accommodement imprévu (L'),La Grange-Chancel (François-Joseph de),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1767,05,27,,1767,05,27,,1767-05-27,Hirza ou les Illinois,Billardon de Sauvigny (Edme-Louis),http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,tragédie,http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,,
1689,09,14,,1689,09,14,,1689-09-14,Concert ridicule (Le) / Le Concert (titre alt.),Palaprat (Jean de),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1764,03,17,,1764,03,17,,1764-03-17,Olympie,Voltaire (François-Marie Arouet dit),http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,tragédie,http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,,
1749,07,24,,1749,07,24,,1749-07-24,Amazones (Les),Du Bocage (Anne-Marie),http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,tragédie,http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,,
1763,11,07,,1763,11,07,,1763-11-07,Comte de Warwick (Le),La Harpe (Jean François de),http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,tragédie,http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,,
1696,12,19,,1696,12,19,,1696-12-19,Joueur (Le),Regnard (Jean-François),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1706,08,04,,1706,08,04,,1706-08-04,Tamerlan ou la Mort de Bajazet,Pradon (Nicolas),http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,tragédie,http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,,
1675,11,17,,1675,11,17,,1675-11-17,Inconnu (L'),Corneille (Thomas) ; Donneau de Vizé (Jean),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1699,07,04,,1699,07,04,,1699-07-04,Père supposé (Le),Anonyme,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1717,10,01,,1717,10,01,,1717-10-01,Prix de l'arquebuse (Le),Dancourt (Florent Carton dit),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1789,03,06,,1789,03,06,,1789-03-06,Auguste et Théodore ou les Deux pages,Manteufel (Ernest de),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1698,10,29,,1698,10,29,,1698-10-29,Mari retrouvé (Le),Dancourt (Florent Carton dit),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1727,05,03,,1727,05,03,,1727-05-03,Envieux ou la Critique du Philosophe marié (L'),Destouches (Philippe Néricault dit),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1693,04,04,,1693,04,04,,1693-04-04,Baguette (La),Dancourt (Florent Carton dit),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1737,02,25,,1737,02,25,,1737-02-25,École des amis (L'),La Chaussée (Pierre-Claude),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1790,02,12,,1790,02,12,,1790-02-12,"Louis XII, Père du peuple",Ronsin (Charles-Philippe),http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,tragédie,http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,,
1774,08,13,,1774,08,13,,1774-08-13,Adélaïde de Hongrie,Dorat (Claude-Joseph),http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,tragédie,http://www.culturekiosque.com/images66/victor_hugo_lecretia1_borgia.jpg,,,
1727,10,29,,1727,10,29,,1727-10-29,Amazones modernes (Les) ou Le Triomphe des dames,Legrand (Marc-Antoine) ; Fuzelier (Louis),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1681,07,11,,1681,07,11,,1681-07-11,Crispin bel esprit,"La Tuillerie (Jean-François Juvenon de La Tuillerie, dit)",http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
1762,03,03,,1762,03,03,,1762-03-03,Julie ou le Triomphe de l'amitié,Marin (François-Louis-Claude),http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,comédie,http://i.f1g.fr/media/figaro/805x453_crop/2015/06/11/XVM3aa11084-1025-11e5-993b-13c3811e2e5c.jpg,,,
