Id,Author,Title,Genre, Packed Id,Created At,Updated At,Acts,Prose Vers,Prologue,Musique Danse Machine,Expert Validated,Alternative Title,Url,Date De Creation
751,Laujon,Les Soubrettes,comédie en 5 actes,2,,,,,,,,,,
752,Laujon,Les Soubrettes,comédie en 5 actes,3,,,,,,,,,,
753,Laujon,Les Soubrettes,comédie en 5 actes,4,,,,,,,,,,
5466,Racine (Jean),Alexandre le Grand,tragédie,18,2013-12-16T17:46:35.328441,2014-04-29T20:45:17.349575,5,vers,,,true,,,
5469,Corneille (Pierre),Andromède,tragédie,20,2013-12-16T17:46:35.353555,2014-05-08T20:46:55.824509,5,vers,true,true,true,,,
5475,Corneille (Pierre),Agésilas,tragédie,21,2013-12-16T17:46:35.403539,2014-05-08T20:46:56.326973,5,vers,true,true,true,,,
5486,Corneille (Pierre),"Attila, roi des Huns",tragédie,36,2013-12-16T17:46:35.4952,2014-04-29T20:45:18.786792,5,vers,true,true,true,,,
5489,Quinault (Philippe),Bellérophon,tragédie,39,2013-12-16T17:46:35.520179,2014-04-29T20:45:18.870637,5,vers,true,true,true,,,
5493,Corneille (Thomas),"Camma, reine de Galatie",tragédie,42,2013-12-16T17:46:35.553519,2014-04-29T20:45:18.972756,5,vers,true,true,true,,,
5502,"Abeille (Gaspard, abbé)",Coriolan,tragédie,45,2013-12-16T17:46:35.628564,2014-05-08T20:46:56.894883,5,vers,true,true,true,,,
5506,Rotrou (Jean de) ; Ussé (Louis II Bernin de Valentinay d'),Cosroès,tragédie,51,2013-12-16T17:46:35.661883,2014-05-08T20:46:57.035503,5,vers,true,true,true,,,
5507,"Hauteroche (Noël Lebreton, sieur de)",Crispin musicien,comédie,52,2013-12-16T17:46:35.670218,2014-05-08T20:46:57.055744,5,vers,true,true,true,,,
5511,Corneille (Thomas),Don Bertrand de Cigarral,comédie,54,2013-12-16T17:46:35.703551,2014-05-08T20:46:57.128262,5,vers,true,true,true,,,
5471,Riupeirous (Théodore de),Annibal,tragédie,22,2013-12-16T17:46:35.370215,2015-03-18T20:21:39.38991,5,vers,true,true,true,,,1688-11-05
5484,Fontenelle (Bernard le Bouvier de),Aspar,tragédie,30,2013-12-16T17:46:35.478516,2014-09-18T14:36:47.024593,5,vers,true,true,true,,,1680-12-27
5456,Séguineau (Mr) ; Pralard (René),Aégiste,tragédie,9,2013-12-16T17:46:35.24512,2014-09-23T20:53:06.136157,5,vers,true,true,true,,,1721-11-18
5494,Legrand (Marc-Antoine),Cartouche ou les Voleurs,comédie,37,2013-12-16T17:46:35.561837,2014-09-23T20:57:45.652659,3,prose,true,true,true,,,1721-10-21
5503,Chaligny des Plaines (François de),Coriolan,tragédie,50,2013-12-16T17:46:35.636895,2014-09-24T00:43:34.113468,5,vers,true,true,true,,,1722-02-28
5488,Gaultier,Basile et Quitterie,tragi-comédie,35,2013-12-16T17:46:35.511871,2014-09-24T01:09:25.454101,3,vers,true,true,true,,,1723-01-13
5464,Poisson (Philippe),Alcibiade,comédie,16,2013-12-16T17:46:35.311783,2015-01-08T21:03:10.147576,3,vers,true,true,true,,,1731-02-23
5500,La Chapelle (Jean de),Cléopâtre,tragédie,47,2013-12-16T17:46:35.611855,2014-10-29T00:46:13.515659,5,vers,true,true,true,,,1681-12-12
5461,La Chapelle (Jean de),Ajax,tragédie,13,2013-12-16T17:46:35.286784,2014-11-30T14:55:31.730985,5,vers,true,true,true,,,1684-12-27
5478,Campistron (Jean Galbert de),Arminius,tragédie,27,2013-12-16T17:46:35.428533,2014-11-30T15:12:12.564212,5,vers,true,true,true,,,1684-02-19
5465,Campistron (Jean Galbert de),Alcibiade,tragédie,14,2013-12-16T17:46:35.320151,2014-11-30T15:53:17.460063,5,vers,true,true,true,,,1685-12-28
5455,Campistron (Jean Galbert de),Adrien,tragédie,7,2013-12-16T17:46:35.236786,2014-12-09T14:27:09.03091,5,vers,true,true,true,,,1690-01-11
5460,Riupeirous (Théodore de),Agrippa ou la mort d'Auguste,tragédie,12,2013-12-16T17:46:35.278444,2015-03-18T20:21:48.7891,5,vers,true,true,true,,,1696-03-19
5483,Voltaire (François-Marie Arouet dit),Artémire,tragédie,29,2013-12-16T17:46:35.470183,2015-03-18T20:12:15.380894,5,vers,true,true,true,,,1720-02-15
5468,Poisson (Philippe),Amour secret (L'),comédie,17,2013-12-16T17:46:35.34524,2014-12-17T18:46:20.795265,1,vers,true,true,true,,,1740-10-05
5457,Campistron (Jean Galbert de),Aétius,tragédie,8,2013-12-16T17:46:35.25346,2014-12-17T21:32:49.904757,5,vers,true,true,true,,,1693-01-28
5454,La Grange-Chancel (François-Joseph de),"Adherbal, roi de Numidie",tragédie,61,2013-12-16T17:46:35.228468,2014-12-18T19:39:28.35279,5,vers,true,true,true,,,1694-01-08
5490,Corneille (Thomas),Bradamante,tragédie,40,2013-12-16T17:46:35.528515,2014-12-18T19:46:17.878377,5,vers,true,true,true,,,1695-11-18
5458,"Boyer (Claude, abbé) pseud : Pader d'Assézan",Agamemnon ou  La Mort d'Agamemnon,tragédie,10,2013-12-16T17:46:35.261786,2015-04-10T16:25:15.131767,5,vers,true,true,true,,,1680-04-30
5476,Saint-Gilles Lenfant (de),Ariarathe,tragédie,25,2013-12-16T17:46:35.411866,2014-12-21T10:46:02.519609,5,vers,true,true,true,,,1699-10-30
18,Regnard (Jean-François),Démocrite amoureux,comédie,60,2013-12-16T17:46:35.411866,2014-12-21T14:33:40.763139,5,vers,true,true,true,,,1700-01-12
5514,Gresset (Jean-Baptiste-Louis),Édouard III,tragédie,59,2013-12-16T17:46:36.011873,2014-12-22T20:12:59.616945,5,vers,true,true,true,,,1740-01-22
5479,Barbier (Marie-Anne),Arrie et Pétus,tragédie,28,2013-12-16T17:46:35.436878,2014-12-23T13:36:37.465921,5,vers,true,true,true,,,1702-06-03
5462,La Grange-Chancel (François-Joseph de),Alceste,tragédie,11,2013-12-16T17:46:35.295115,2014-12-23T14:20:32.571745,5,vers,true,true,true,,,1703-12-19
5501,La Fosse (Antoine de),Corésus et Callirhoé,tragédie,44,2013-12-16T17:46:35.620238,2014-12-23T14:20:59.288488,5,vers,true,true,true,,,1703-12-07
5504,Barbier (Marie-Anne),Cornélie mère des Gracques,tragédie,48,2013-12-16T17:46:35.645246,2014-12-23T14:21:24.953073,5,vers,true,true,true,,,1703-01-05
5480,Pellegrin (Simon-Joseph),Artaxare,tragédie,31,2013-12-16T17:46:35.445194,2015-01-05T21:09:08.951992,5,vers,true,true,true,,,1718-05-03
5467,Quinault (Philippe),Amalasonte,tragédie,19,2013-12-16T17:46:35.336777,2014-12-23T21:16:12.229179,5,vers,true,true,true,,,
5487,Pacarony (chevalier de),Bajazet premier,tragédie,34,2013-12-16T17:46:35.503523,2015-01-11T20:29:22.188772,5,vers,true,true,true,,,1739-08-06
5510,"Aubry (Jean-Baptiste Aubry des Carrières, dit)",Démétrius,tragédie,53,2013-12-16T17:46:35.695213,2015-03-18T14:34:52.5425,5,vers,true,true,true,,,1689-06-10
5505,Hénault (Charles-Jean-François),Cornélie vestale,tragédie,49,2013-12-16T17:46:35.653568,2015-01-05T21:52:45.802259,5,vers,true,true,true,,,1713-01-27
5497,Dancourt (Florent Carton dit),Céphale et Procris,comédie,43,2013-12-16T17:46:35.586837,2015-01-06T20:21:51.482021,3,vers,true,true,true,,,1711-10-27
5509,La Font (Joseph de),Danaé ou Jupiter Crispin,comédie,56,2013-12-16T17:46:35.686881,2015-01-06T21:01:04.304689,1,vers,true,true,true,,,1707-07-04
5512,Lesage (Alain-René),Don César Ursin,comédie,58,2013-12-16T17:46:35.711889,2015-01-06T21:02:02.787669,5,prose,true,true,true,,,1707-03-15
5508,Danchet (Antoine),Cyrus,tragédie,55,2013-12-16T17:46:35.678556,2015-01-06T21:11:16.987046,5,vers,true,true,true,,,1706-02-23
5492,Piron (Alexis),Callisthène,tragédie,41,2013-12-16T17:46:35.545182,2015-01-08T20:52:07.606584,5,vers,true,true,true,,,1730-02-18
5517,La Grange-Chancel (François-Joseph de),Érigone,tragédie,62,2013-12-16T17:46:36.036854,2015-01-08T21:05:08.219865,5,vers,true,true,true,,,1731-12-17
5495,La Grange-Chancel (François-Joseph de),Cassius et Victorinus martyrs,tragédie,38,2013-12-16T17:46:35.570171,2015-01-08T21:12:38.609985,5,vers,true,true,true,,,1732-10-06
5482,Deschamps (François-Michel-Chrétien),Artaxerce,tragédie,32,2013-12-16T17:46:35.461892,2015-01-10T21:56:41.356643,5,vers,true,true,true,,,1735-12-19
5498,Morand (Pierre de),Childéric,tragédie,46,2013-12-16T17:46:35.595159,2015-01-10T22:05:53.164113,5,vers,true,true,true,,,1736-12-19
5453,Guyot de Merville (Michel),Achille dans l'île de Scyros,comédie héroïque,6,2013-12-16T17:46:35.220204,2015-01-10T22:10:43.240833,3,vers,true,true,true,,,1737-10-10
5519,Pesselier (Charles-Étienne),Ésope au Parnasse,comédie,63,2013-12-16T17:46:36.053514,2015-01-11T20:36:56.310399,1,vers,true,true,true,,,1739-10-14
5496,Deschamps (François-Michel-Chrétien),Caton d'Utique,tragédie,5,2013-12-16T17:46:35.578511,2015-01-12T17:03:29.610315,5,vers,true,true,true,,,1715-01-25
5472,"Boyer (Claude, abbé) pseud : Pader d'Assézan",Antigone,tragédie,23,2013-12-16T17:46:35.378554,2015-04-08T19:43:39.369434,5,vers,true,true,true,,,1686-03-14
5538,Quinault (Philippe),Amant indiscret ou le Maître étourdi (L'),comédie,80,2013-12-16T17:46:36.236942,2014-05-08T20:46:57.780126,5,vers,true,true,true,,,
5547,"Rosimond (Claude Rose, sieur de)",Avocat sans étude (L'),comédie,88,2013-12-16T17:46:36.311948,2014-05-08T20:46:57.992942,1,vers,true,true,true,,,
5553,Scarron (Paul),Écolier de Salamanque ou les Généreux ennemis (L'),tragi-comédie,93,2013-12-16T17:46:36.361927,2014-05-08T20:46:58.115959,5,vers,true,true,true,,,
5571,Corneille (Thomas),Inconnu (L'),comédie,95,2013-12-16T17:46:36.511974,2014-06-18T16:07:58.202007,5,vers,true,true,true,,,
5561,Scarron (Paul),Héritier ridicule ou la Dame intéressée (L'),comédie,101,2013-12-16T17:46:36.428582,2014-05-08T20:46:58.265602,5,vers,true,true,true,,,
5574,"Brécourt (Guillaume Marcoureau, sieur de Brécourt, dit)",Ombre de Molière (L'),comédie,111,2013-12-16T17:46:36.536974,2014-05-08T20:46:58.510007,1,prose,true,true,true,,,
186,François-Marie Arouet dit Voltaire,Sophonisbe,tragédie,120,,,,,,,,,,
856,François-Marie Arouet dit Voltaire,Sophonisbe,tragédie,122,,,,,,,,,,
216,Abbé Claude-Henri de Fusée de Voisenon ,Zélémide ,tragédie,123,,,,,,,,,,
215,André Pépin Bellement ,La Reprise de Toulon ou Les Patriotes provinciaux,tragédie,124,,,,,,,,,,
5537,Boissy (Louis de),Amant de sa femme ou la Rivale d'elle-même (L'),comédie,79,2013-12-16T17:46:36.228603,2014-09-23T20:59:54.87546,1,prose,,,true,,,1721-09-19
5558,Destouches (Philippe Néricault dit),Envieux ou la Critique du Philosophe marié (L'),comédie,98,2013-12-16T17:46:36.403585,2014-09-23T01:38:04.448247,1,prose,,,true,,,1727-05-03
5578,Brueys (David-Augustin de),Opiniâtre (L'),comédie,115,2013-12-16T17:46:36.570293,2014-09-24T00:44:19.653621,3,vers,,,true,,,1722-05-19
5545,Procope-Couteaux (Michel),Assemblée des comédiens (L'),prologue,86,2013-12-16T17:46:36.295266,2014-09-24T01:17:08.901474,1,vers,true,,true,,,1724-09-22
5548,Dancourt (Florent Carton dit),Éclipse (L'),comédie,89,2013-12-16T17:46:36.320261,2014-09-24T01:18:09.672647,1,prose,true,true,true,,,1724-06-08
5566,Boissy (Louis de),Impatient (L'),comédie,105,2013-12-16T17:46:36.470301,2014-09-24T01:19:00.018008,5,vers,true,true,true,,,1724-01-26
5568,Legrand (Marc-Antoine),Impromptu de la folie (L'),ambigu-comique,107,2013-12-16T17:46:36.486976,2014-09-24T14:15:48.877339,2,prose,true,true,true,,,1725-11-05
5567,Boissy (Louis de),Impertinent malgré lui (L'),comédie,106,2013-12-16T17:46:36.478636,2014-09-24T20:13:19.05197,5,vers,true,true,true,,,1729-05-14
5560,Dancourt (Florent Carton dit),Été des coquettes (L'),comédie,100,2013-12-16T17:46:36.420251,2014-10-02T10:18:11.864569,1,prose,true,true,true,,,1690-07-12
5525,"La Tuillerie (Jean-François Juvenon de La Tuillerie, dit)",Hercule,tragédie,69,2013-12-16T17:46:36.103505,2014-10-29T00:40:09.295678,5,vers,true,true,true,,,1681-11-07
5516,Gilbert (Gabriel),Amours de Diane et d'Endymion (Les) ou Endymion,tragédie,118,2013-12-16T17:46:36.028534,2014-11-04T15:59:33.26921,5,vers,true,true,true,,,1681-07-22
5528,Anonyme,Héroïne (L'),comédie,72,2013-12-16T17:46:36.15351,2014-11-30T16:34:24.272706,1,vers,true,true,true,,,1685-09-10
5576,Anonyme,Opérateur (L'),comédie,113,2013-12-16T17:46:36.553653,2014-11-30T16:35:24.881365,1,vers,true,true,true,,,1685-10-24
5580,Corneille (Thomas) ; Donneau de Vizé (Jean),Usurier (L'),comédie,116,2013-12-16T17:46:36.586954,2014-11-30T16:37:42.791695,5,vers,true,true,true,,,1685-02-13
5523,Péchantrés (Nicolas de),Géta,tragédie,67,2013-12-16T17:46:36.086821,2014-12-10T17:01:15.614202,5,vers,true,true,true,,,1687-01-29
5550,Jolly (François-Antoine),École des amants (L'),comédie,91,2013-12-16T17:46:36.336931,2015-03-18T20:16:49.292882,3,vers,true,true,true,,,1718-10-18
5559,Anonyme,Épreuve dangereuse (L'),comédie,99,2013-12-16T17:46:36.411916,2014-12-12T14:52:07.506587,5,vers,true,true,true,,,1688-08-24
5535,Péchantrés (Nicolas de),"Jugurtha, roi de Numidie",tragédie,77,2013-12-16T17:46:36.211942,2014-12-17T21:22:20.003267,5,vers,true,true,true,,,1692-12-17
5570,Dancourt (Florent Carton dit),Impromptu de garnison (L'),comédie,109,2013-12-16T17:46:36.503653,2014-12-17T21:22:51.669253,1,prose,true,true,true,,,1692-07-26
5575,Dancourt (Florent Carton dit),Opéra de village (L'),comédie,112,2013-12-16T17:46:36.545311,2014-12-17T21:23:35.901017,1,prose,true,true,true,,,1692-06-20
5522,Pradon (Nicolas),Germanicus,tragédie,65,2013-12-16T17:46:36.078486,2014-12-18T19:40:17.872773,5,vers,true,true,true,,,1694-12-28
5556,Anonyme,Entêté (L'),comédie,96,2013-12-16T17:46:36.38692,2014-12-18T19:41:22.467293,1,prose,true,true,true,,,1694-06-03
5534,"Boyer (Claude, abbé)",Judith,tragédie,75,2013-12-16T17:46:36.203618,2014-12-18T19:46:40.761262,5,vers,true,true,true,,,1695-03-04
5546,Donneau de Vizé (Jean),Aventurière (L'),comédie,87,2013-12-16T17:46:36.303612,2014-12-19T20:29:26.58058,5,vers,true,true,true,,,1696-01-02
5521,Brueys (David-Augustin de),Gabinie,tragédie,66,2013-12-16T17:46:36.07015,2014-12-21T10:46:53.805603,5,vers,true,true,true,,,1699-03-14
5557,Anonyme,Entêtement ridicule (L'),comédie,97,2013-12-16T17:46:36.395256,2014-12-21T10:47:21.369571,1,vers,true,true,true,,,1699-10-15
5531,Fagan (Barthélemy-Christophe),Joconde,comédie,73,2013-12-16T17:46:36.178614,2014-12-22T20:17:03.172016,1,prose,true,true,true,,,1740-11-05
5563,Anonyme,Heureux échange (L'),comédie,102,2013-12-16T17:46:36.445313,2014-12-22T20:19:39.299759,5,vers,true,true,true,,,1740-10-22
5577,Dancourt (Florent Carton dit),Opérateur Barry (L'),comédie,114,2013-12-16T17:46:36.561953,2014-12-23T13:37:01.346918,1,prose,true,true,true,,,1702-10-11
5520,Anonyme,Frontin gouverneur du château de Vertigililinguen,comédie,64,2013-12-16T17:46:36.061818,2014-12-23T14:21:52.560684,1,prose,true,true,true,,,1703-10-11
755,Laujon (Pierre),Inconséquent ou les Soubrettes (L'),comédie,121,2013-12-16T17:46:36.061818,2014-12-27T18:24:53.314495,5,prose,true,true,true,,,1777-09-24
5524,Gomez (Madeleine-Angélique de),Habis,tragédie,68,2013-12-16T17:46:36.095158,2015-01-05T21:39:19.528396,5,vers,true,true,true,,,1714-04-17
5569,Dancourt (Florent Carton dit),Impromptu de Suresnes (L'),comédie-ballet,108,2013-12-16T17:46:36.495308,2015-01-05T21:54:09.678485,1,prose,true,true,true,,,1713-05-24
5543,La Font (Joseph de),Amour vengé (L'),comédie,84,2013-12-16T17:46:36.278607,2015-01-06T20:16:53.024725,1,vers,true,true,true,,,1712-10-14
5555,Destouches (Philippe Néricault dit), Belle orgueilleuse ou l'Enfant gâté (La),comédie,117,2013-12-16T17:46:36.378594,2015-03-31T19:49:25.997881,1,prose,true,true,true,,,1741-08-17
5527,"Nadal (Augustin, abbé)",Hérode,tragédie,71,2013-12-16T17:46:36.136868,2015-01-06T20:36:51.678619,5,vers,true,true,true,,,1709-02-15
5539,Du Fresny (Charles),Amant masqué (L'),comédie,81,2013-12-16T17:46:36.245292,2015-01-06T20:37:31.373043,1,prose,true,true,true,,,1709-08-08
5554,Anonyme,Effet de la prévention (L'),comédie,94,2013-12-16T17:46:36.370252,2015-01-08T21:06:03.727828,1,prose,true,true,true,,,1731-02-10
5572,La Motte (Antoine Houdar de),Italie galante ou les contes (L'),ambigu-comique,119,2013-12-16T17:46:36.520294,2015-01-08T21:07:08.725948,3,prose,true,true,true,,,1731-05-11
5541,La Valette,Amante en tutelle (L'),comédie,82,2013-12-16T17:46:36.261935,2015-01-10T21:57:42.710801,3,vers,true,true,true,,,1735-08-17
5542,Fagan (Barthélemy-Christophe),Amitié rivale (L'),comédie,83,2013-12-16T17:46:36.270277,2015-01-10T21:58:30.029329,5,vers,true,true,true,,,1735-11-16
5536,La Grange-Chancel (François-Joseph de),Accommodement imprévu (L'),comédie,78,2013-12-16T17:46:36.220288,2015-01-10T22:11:50.711595,1,vers,true,true,true,,,1737-11-12
5549,Pellegrin (Simon-Joseph),École de l'hymen (L'),comédie,90,2013-12-16T17:46:36.328602,2015-01-10T22:18:26.301506,3,prose/vers,true,true,true,,,1737-09-28
5552,Voisenon (Claude-Henri de Fusée de),École du monde (L'),dialogue,92,2013-12-16T17:46:36.353591,2015-01-11T20:38:29.801908,1,vers,true,true,true,,,1739-10-14
5564,Regnard (Jean-François),Homme à bonnes fortunes (L'),comédie,103,2013-12-16T17:46:36.453644,2015-01-14T22:04:52.889352,3,prose,true,true,true,,,1690-01-10
5533,Genest (Charles-Claude),Joseph,tragédie,74,2013-12-16T17:46:36.195286,2015-03-18T20:27:43.005124,5,vers,true,true,true,,,1710-12-19
221,unidentified,unidentified,unidentified,125,,,,,,,,,,
5591,Molière (Jean-Baptiste Poquelin dit),Critique de l'École des femmes (La),comédie,131,2013-12-16T17:46:36.678717,2014-05-08T20:46:58.702848,1,prose,,,true,,,
5596,Corneille (Thomas) ; Donneau de Vizé (Jean),Devineresse ou les Faux enchantements  (La),comédie,135,2013-12-16T17:46:36.720396,2014-05-08T20:46:58.765649,5,prose,,true,true,,,
5598,"Rosimond (Claude Rose, sieur de)",Dupe amoureuse (La),comédie,137,2013-12-16T17:46:36.737052,2014-05-08T20:46:58.787664,1,vers,,true,true,,,
5617,Boisrobert (François Le Métel de),Jalouse d'elle-même (La),comédie,154,2013-12-16T17:46:36.895369,2014-05-08T20:46:59.047429,5,vers,,true,true,,,
5633,"Brécourt (Guillaume Marcoureau, sieur de Brécourt, dit)",Noce de village (La),comédie,168,2013-12-16T17:46:37.087367,2014-05-08T20:46:59.349697,1,prose,,true,true,,,
5589,Corneille (Thomas),Comtesse d'Orgueil (La),comédie,175,2013-12-16T17:46:36.662047,2014-06-23T15:33:41.715439,5,vers,,true,true,,,
5590,"Carcavy (Charles-Alexandre, abbé)",Comtesse de Follenville (La),comédie,177,2013-12-16T17:46:36.670382,2014-09-23T20:48:24.712734,1,prose,,true,true,,,1720-10-11
5582,Dancourt (Florent Carton dit),Belle-mère (La),comédie,176,2013-12-16T17:46:36.603626,2014-09-24T14:13:07.163855,5,vers,,true,true,,,1725-04-21
5585,Legrand (Marc-Antoine),Chasse du cerf (La),comédie-ballet,128,2013-12-16T17:46:36.628624,2014-09-24T14:51:30.994951,3,prose,true,true,true,,,1726-10-14
5583,Poisson (Philippe),Boîte de Pandore (La),comédie,126,2013-12-16T17:46:36.611946,2014-09-24T20:13:59.555682,1,prose,true,true,true,,,1729-03-18
5700,Anonyme,Le Laquais fille,0,179,2013-12-16T17:46:37.645512,2014-10-29T00:51:24.701983,1,prose,true,true,true,,,1681-04-30
5588,Fontenelle (Bernard le Bouvier de),Comète (La),comédie,130,2013-12-16T17:46:36.653725,2014-10-29T00:28:23.257572,1,prose,true,true,true,,,1701-01-29
5584,"Brécourt (Guillaume Marcoureau, sieur de Brécourt, dit)",Cassette (La),comédie,127,2013-12-16T17:46:36.620294,2014-11-06T16:36:56.508474,5,vers,true,true,true,,,1683-06-19
5625,Montfort,Mère ridicule (La),comédie,162,2013-12-16T17:46:36.96209,2014-11-30T15:13:37.834631,1,vers,true,true,true,,,1684-05-08
5627,Louvet,Mort d'Alexandre (La),tragédie,163,2013-12-16T17:46:36.978766,2014-11-30T15:14:10.052666,5,vers,true,true,true,,,1684-05-26
5628,Belin (François),Mort d'Othon (La),tragédie,164,2013-12-16T17:46:36.987092,2015-04-10T15:27:12.288071,5,vers,true,true,true,,,1699-01-05
5611,Dancourt (Florent Carton dit),Folle enchère (La),comédie,149,2013-12-16T17:46:36.845373,2014-12-09T14:28:56.157603,1,prose,true,true,true,,,1690-05-30
5594,Dancourt (Florent Carton dit),Dame à la mode ou la Suite de la coquette (La),comédie,133,2013-12-16T17:46:36.703723,2014-12-12T15:33:51.153796,5,vers,true,true,true,,,1689-01-03
5586,Anonyme,Chasse ridicule (La),comédie,129,2013-12-16T17:46:36.636953,2014-12-17T17:56:21.836396,1,prose,true,true,true,,,1691-07-25
5603,Dancourt (Florent Carton dit),Femme d'intrigues (La),comédie,141,2013-12-16T17:46:36.778824,2014-12-17T21:24:12.011831,5,prose,true,true,true,,,1692-01-30
5612,Le Noble (Eustache,Fourbe (Le),comédie,150,2013-12-16T17:46:36.8537,2014-12-17T21:35:22.051058,5,prose,true,true,true,,,1693-02-14
5609,Dancourt (Florent Carton dit),Foire de Bezons (La),comédie,147,2013-12-16T17:46:36.828729,2014-12-18T19:47:06.516809,1,prose,true,true,true,,,1695-08-13
5610,Dancourt (Florent Carton dit),Foire Saint-Germain (La),comédie,148,2013-12-16T17:46:36.837034,2014-12-19T20:33:00.646798,1,prose,true,true,true,,,1696-01-19
5606,Anonyme,Fille médecin (La),comédie,144,2013-12-16T17:46:36.804176,2014-12-21T09:37:55.359391,1,prose,true,true,true,,,1697-03-09
5619,Dancourt (Florent Carton dit),Loterie (La),comédie,156,2013-12-16T17:46:36.912332,2014-12-21T09:38:17.409719,1,prose,true,true,true,,,1697-07-10
5616,Dancourt (Florent Carton dit),Guinguette de la finance (La),comédie,153,2013-12-16T17:46:36.887139,2015-01-05T21:25:52.785652,1,prose,true,true,true,,,1716-05-19
5620,Du Fresny (Charles),Malade sans maladie (La),comédie,157,2013-12-16T17:46:36.920467,2014-12-21T10:48:14.126287,5,prose,true,true,true,,,1699-11-27
5622,Anonyme,Marquise imaginaire (La),comédie,159,2013-12-16T17:46:36.937094,2014-12-21T10:48:48.609773,1,prose,true,true,true,,,1699-09-23
5613,Legrand (Marc-Antoine),Française italienne (La),comédie,151,2013-12-16T17:46:36.86202,2015-04-10T17:54:54.217245,1,prose,true,true,true,,,1725-11-05
5634,Du Fresny (Charles),Noce interrompue (La),comédie,169,2013-12-16T17:46:37.095428,2014-12-21T10:51:14.279075,1,prose,true,true,true,,,1699-08-19
5623,La Motte (Antoine Houdar de),Matrone d'Éphèse (La),comédie,160,2013-12-16T17:46:36.945454,2014-12-23T13:37:18.975648,1,prose,true,true,true,,,1702-09-23
5631,Péchantrés (Nicolas de),Mort de Néron (La),tragédie,166,2013-12-16T17:46:37.012176,2014-12-23T14:22:42.245563,5,vers,true,true,true,,,1703-02-21
5632,Dancourt (Florent Carton dit),Mort d'Alcide (La),tragédie,167,2013-12-16T17:46:37.020422,2014-12-23T14:44:11.807639,5,vers,true,true,true,,,1704-10-17
5599,Dancourt (Florent Carton dit),Enfants de Paris (Les) ou Famille à la mode (La) ou Finette,comédie,138,2013-12-16T17:46:36.745387,2015-01-03T17:15:27.985705,5,vers,true,true,true,,,1699-12-18
5602,Destouches (Philippe Néricault dit),Fausse veuve ou le Jaloux sans jalousie (La),comédie,140,2013-12-16T17:46:36.770449,2015-01-05T21:34:22.97863,1,prose,true,true,true,,,1715-07-20
5607,La Grange-Chancel (François-Joseph de),Fille supposée ou l'Héroïne de roman (La),comédie,145,2013-12-16T17:46:36.812072,2015-01-05T21:57:31.553555,3,vers,true,true,true,,,1713-05-11
5608,Le neveu de l'abbé Abeille (Nicolas Abeille dit),Fille valet (La),comédie,146,2013-12-16T17:46:36.820394,2015-01-06T20:18:59.461147,3,vers,true,true,true,,,1712-09-05
5618,Du Fresny (Charles),Joueuse (La),comédie,155,2013-12-16T17:46:36.904069,2015-01-06T20:40:17.05136,5,prose,true,true,true,,,1709-10-22
5593,Regnard (Jean-François),Critique du Légataire universel (La),comédie,132,2013-12-16T17:46:36.695375,2015-01-06T20:48:35.365674,1,prose,true,true,true,,,1708-02-09
5604,Legrand (Marc-Antoine),Femme fille et veuve (La),comédie,142,2013-12-16T17:46:36.787084,2015-01-06T21:05:08.164216,1,vers,true,true,true,,,1707-05-26
5629,Pellegrin (Simon-Joseph),Mort d'Ulysse (La),tragédie,165,2013-12-16T17:46:36.995433,2015-01-06T21:13:16.968819,5,vers,true,true,true,,,1706-12-29
5636,Anonyme,Provençale (La),comédie,171,2013-12-16T17:46:37.112065,2015-01-06T21:17:29.185092,1,vers,true,true,true,,,1705-10-17
5643,Marivaux (Pierre de),Réunion des amours (La),comédie héroïque,180,2013-12-16T17:46:37.170433,2015-01-08T21:08:19.55645,1,prose,true,true,true,,,1731-11-05
5601,Pellegrin (Simon-Joseph),Fausse inconstance (La),comédie,139,2013-12-16T17:46:36.762044,2015-01-08T21:14:47.150304,3,vers,true,true,true,,,1732-09-15
5615,Fagan (Barthélemy-Christophe),Grondeuse (La),comédie,152,2013-12-16T17:46:36.878753,2015-01-10T21:42:48.795413,1,prose,true,true,true,,,1734-02-11
5624,Audierne (Jacques),Méprise (La),comédie,161,2013-12-16T17:46:36.953736,2015-01-11T20:39:25.235242,1,prose,true,true,true,,,1739-11-14
5645,Audierne (Jacques),Suivante désintéressée (La),comédie,182,2013-12-16T17:46:37.187091,2015-01-11T20:40:20.117746,1,prose,true,true,true,,,1739-11-14
5605,"Robbe, Jacques",Femme têtue (La) ou le médecin hollandais,comédie,143,2013-12-16T17:46:36.795491,2015-01-28T14:11:00.435874,1,vers,true,true,true,,,1685-10-09
5644,Champmeslé (Charles Chevillet dit),Rue Saint-Denis (La),comédie,181,2013-12-16T17:46:37.178792,2015-02-04T02:06:53.440375,1,prose,true,true,true,,,1682-06-17
5639,"Robbe, Jacques",Rapinière ou l'intéressé (La),comédie,173,2013-12-16T17:46:37.137197,2015-03-10T11:17:16.590927,5,vers,true,true,true,,,1682-12-04
5635,Corneille (Thomas) ; Donneau de Vizé (Jean),Pierre Philosophale (La),comédie,170,2013-12-16T17:46:37.103758,2015-03-18T14:28:25.925759,5,vers,true,true,true,,,1681-02-23
5621,Tristan L'Hermite,Marianne (Le),tragédie,158,2013-12-16T17:46:36.928769,2015-04-10T18:23:05.27972,5,vers,true,true,true,,,
